00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
00,00,00,01,02,03,04,05,06,03,07,08,09,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
00,00,00,10,11,12,13,14,12,12,15,16,17,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
00,00,18,19,20,21,22,23,24,25,26,27,28,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
00,29,30,31,32,33,34,35,34,35,36,37,38,39,40,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
00,41,42,43,12,12,12,44,12,44,13,14,12,45,46,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
00,47,48,49,50,51,52,53,54,55,56,57,58,59,60,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
00,00,00,61,00,00,00,00,00,00,00,00,62,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
00,00,00,00,00,63,64,65,66,67,68,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
00,00,69,70,71,72,73,74,75,76,77,78,79,68,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
00,00,00,80,81,82,83,84,85,80,86,87,88,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
