00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
00,00,01,02,03,03,00,04,05,06,07,08,09,10,09,10,09,10,11,11,09,10,09,10,09,10,12,13,00,00,00,00
00,14,15,16,00,00,00,00,17,18,19,20,21,22,21,22,23,24,25,24,25,26,23,26,23,24,25,24,25,26,27,27
00,00,01,02,00,00,00,00,00,04,07,08,09,10,09,10,07,28,29,30,29,13,12,13,12,30,29,30,29,13,31,31
00,32,15,16,03,03,00,00,33,14,19,20,21,22,11,11,19,20,00,00,00,14,14,34,35,36,00,34,35,36,37,37
38,39,01,02,40,00,00,00,00,14,12,13,09,10,11,11,07,08,00,00,00,41,42,43,44,00,42,43,44,00,45,45
46,47,48,49,50,00,00,32,15,16,27,27,23,26,23,24,51,20,52,00,00,53,54,55,00,00,15,16,14,00,37,37
56,00,00,57,03,03,38,39,01,02,31,31,12,13,12,30,29,13,05,06,42,43,44,00,00,00,01,02,14,58,45,45
00,59,00,00,15,16,46,47,00,40,37,37,60,61,00,14,14,00,17,18,15,16,03,03,00,40,15,16,00,00,37,37
14,14,00,62,01,02,56,00,00,00,45,45,01,02,00,41,00,00,00,04,01,02,00,00,00,00,01,02,00,00,45,45
23,26,23,24,25,26,03,03,00,00,37,37,48,49,50,00,00,62,00,40,15,16,03,03,00,53,54,55,63,00,37,37
12,13,12,30,64,08,00,00,00,00,45,45,00,57,65,66,00,14,00,00,01,02,00,14,42,43,44,00,00,00,45,45
21,22,21,22,19,20,27,03,03,27,67,67,23,26,23,24,25,24,25,26,23,24,25,24,25,26,23,24,25,26,67,67
09,10,09,10,07,08,00,00,00,00,27,27,12,13,12,30,29,30,29,13,12,30,29,30,29,13,12,30,29,13,27,27
