00,00,00,00,01,00,00,00,00,00,00,00,00,02,03,03,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
00,00,00,04,03,05,00,00,00,00,00,00,01,04,06,03,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
07,06,08,08,08,08,09,09,00,00,00,00,08,08,08,08,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
00,00,10,10,10,10,04,00,00,00,00,00,10,10,10,10,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
00,05,11,00,11,00,00,04,12,13,14,15,16,17,18,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
02,03,19,04,19,01,00,00,20,00,00,21,22,23,24,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
08,08,08,08,06,03,09,09,25,26,00,27,28,29,30,04,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
10,10,10,10,19,00,00,12,31,32,33,31,31,33,32,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
11,04,11,00,34,00,00,35,00,00,00,00,09,09,03,03,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
19,18,19,00,19,00,18,36,00,00,00,00,18,02,03,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
34,24,34,04,34,04,24,35,00,09,09,00,24,02,03,03,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
19,30,03,03,06,04,30,32,37,14,00,00,30,02,06,03,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
08,08,08,08,08,08,08,08,38,38,38,38,08,08,08,08,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
10,10,10,10,10,10,10,10,39,39,39,39,10,10,10,10,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
