000,000,000,000,017,021,026,031,034,034,034,021,026,039,039,039
000,000,000,001,018,022,027,000,000,000,048,022,027,039,039,039
000,000,000,011,012,021,026,000,006,000,049,021,026,039,039,039
000,000,000,012,012,022,027,000,007,025,050,022,027,061,063,039
000,000,001,000,000,021,026,031,034,021,026,021,026,021,026,039
000,000,002,000,000,022,027,000,035,022,027,022,027,022,027,039
000,000,000,013,017,021,026,000,036,040,051,021,026,062,064,039
000,000,000,014,017,022,027,000,037,041,040,022,027,039,039,039
000,000,006,000,000,015,019,032,038,042,040,021,026,062,064,039
000,000,007,000,008,016,020,033,039,043,052,022,027,061,063,039
000,000,002,003,009,015,019,023,028,032,038,021,026,021,026,039
001,000,000,004,010,016,020,024,029,044,053,022,027,022,027,039
002,000,000,005,000,001,000,015,019,045,054,021,026,021,026,039
000,000,000,000,000,002,000,016,020,033,012,022,027,022,027,039
000,000,000,015,019,023,028,032,038,042,040,021,026,021,026,039
000,000,008,016,020,024,029,033,039,043,052,022,027,022,027,039
000,003,009,001,000,000,000,000,000,036,055,021,026,021,026,039
000,004,010,002,000,015,019,023,028,032,038,022,027,022,027,039
000,005,000,000,008,016,020,024,029,033,056,021,026,021,026,039
000,000,000,003,009,001,000,006,000,000,057,022,027,022,027,039
000,000,000,004,010,002,000,007,000,046,012,021,026,062,064,039
000,000,000,005,000,000,000,002,000,040,058,022,027,039,039,039
000,000,000,000,006,000,000,000,000,041,039,021,026,062,064,039
000,000,000,000,007,025,030,025,030,047,059,022,027,061,063,039
000,000,000,000,002,021,026,021,026,021,026,021,026,021,026,039
000,000,000,001,000,022,027,022,027,022,027,022,027,022,027,039
000,000,000,002,000,021,026,031,034,034,034,021,026,039,039,039
000,000,000,000,017,022,027,001,000,000,048,022,027,039,039,039
000,000,000,000,017,021,026,002,000,000,049,021,026,039,039,039
000,000,001,000,000,022,027,000,006,000,060,022,027,039,039,039
000,000,002,013,017,021,026,031,034,034,034,021,026,039,039,039
000,000,000,014,017,022,027,000,002,000,060,022,027,039,039,039
