00,01,02,02,00,01,02,02,02,02,02,02,02,02,02,02,02,00,01,02,02,02,02,00,01,02,02,02,02,02,03,02
02,02,02,02,02,02,02,02,02,02,02,02,03,04,05,01,02,02,02,04,05,01,02,02,02,02,04,05,01,06,07,06
02,04,05,01,02,02,02,02,02,02,02,06,08,09,03,02,02,02,00,01,02,02,02,03,02,03,02,02,06,10,11,10
02,02,02,03,02,02,02,02,00,01,06,10,12,11,08,09,04,05,01,02,03,03,06,08,13,08,13,13,10,14,15,14
02,03,02,16,13,09,04,05,01,06,10,14,15,12,14,11,09,02,02,06,10,11,10,12,14,12,12,12,14,12,17,15
03,16,13,10,14,11,09,02,06,10,14,12,17,15,12,12,11,13,13,10,12,12,12,14,12,12,14,12,18,12,17,17
19,10,12,14,12,15,11,13,10,12,12,14,17,17,12,15,12,14,12,12,18,12,12,12,12,12,12,12,20,21,22,17
23,14,12,23,15,17,24,20,21,12,15,12,25,26,27,28,12,12,14,12,29,12,27,12,12,12,12,12,20,21,30,25
12,12,15,12,17,17,24,12,12,12,17,31,32,33,34,35,12,12,12,12,36,37,34,38,39,39,39,24,38,35,32,33
14,12,17,15,25,22,24,12,12,12,25,27,40,41,40,41,12,12,12,27,29,27,40,41,12,42,12,24,40,43,44,41
12,15,25,17,32,38,39,39,39,39,38,33,45,46,45,46,18,37,34,35,32,33,45,47,12,48,12,24,45,46,45,46
27,28,43,44,40,41,27,42,12,27,47,41,43,44,40,47,29,49,40,43,44,41,40,41,27,48,18,24,43,44,40,41
32,33,32,33,45,47,34,35,32,33,45,46,45,43,44,46,34,35,45,46,45,47,45,46,34,35,32,33,45,46,47,46
40,47,40,43,44,41,40,41,40,43,44,41,40,41,40,41,40,41,40,41,40,41,40,41,40,41,47,41,40,41,40,41
